player_name,nationality,position,club,league,age,birth_year,primary_position,matches_played,matches_started,minutes_played,games_equivalent,goals,assists,goals_assists,nonpenalty_goals,penalty_goals,penalty_attempts,yellow_cards,red_cards,progressive_carries,progressive_passes,progressive_receptions,xg,npxg,xag,npxg_plus_xag,goals_assists_nopenalty,xg_plus_xag,xa,goals_vs_xg,npgoals_vs_xg,assists_vs_xag,shots,shots_on_target,freekick_shots,passes_completed,passes_attempted,pass_total_distance,pass_progressive_distance,key_passes,passes_final_third,passes_penalty_area,crosses_penalty_area,live_ball_passes,dead_ball_passes,freekick_passes,through_balls,switches,crosses,throw_ins,corner_kicks,inswing_corners,outswing_corners,straight_corners,tackles,tackles_won,tackles_def_third,tackles_mid_third,tackles_att_third,dribbles_challenged,dribbles_challenged_lost,blocks,shots_blocked,passes_blocked,interceptions,tackles_interceptions,clearances,errors_leading_to_shot,shot_creating_actions,sca_live_pass,sca_dead_pass,sca_takeons,sca_shots,sca_fouls_drawn,sca_defensive_actions,goal_creating_actions,touches,touches_own_box,touches_def_third,touches_mid_third,touches_att_third,touches_opp_box,live_ball_touches,dribbles_attempted,dribbles_successful,times_tackled_dribbling,carries,carry_progressive_distance,carries_final_third,carries_penalty_area,miscontrols,dispossessed,passes_received,second_yellow_cards,fouls_committed,fouls_drawn,offsides,penalties_won,penalties_conceded,own_goals,recoveries,aerial_duels_won,aerial_duels_lost,goals_conceded,shots_on_target_faced,saves,gk_wins,gk_draws,gk_losses,clean_sheets,penalties_faced,penalties_scored_against,penalties_saved,penalties_missed_by_shooter,post_shot_xg,post_shot_xg_difference,gk_passes_completed,gk_passes_attempted,goal_kicks,gk_throws,crosses_faced,crosses_stopped,sweeper_actions,shot_accuracy_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,avg_shot_distance,npxg_per_shot,pass_completion_pct,tackle_success_pct,shot_creating_actions_per90,goal_creating_actions_per90,dribble_success_pct,tackled_while_dribbling_pct,aerial_duel_win_pct,goals_conceded_per90,save_pct,clean_sheet_pct,post_shot_xg_per_shot,psxg_difference_per90,gk_pass_completion_pct,long_pass_pct,avg_pass_length,cross_stop_pct,sweeper_actions_per90,avg_sweeper_distance,sufficient_minutes,goals+_per90,assists+_per90,shots+_per90,shots_on_target+_per90,key_passes+_per90,progressive_carries+_per90,progressive_passes+_per90,tackles+_per90,interceptions+_per90,clearances+_per90,xg+_per90,xag+_per90
Tyler Dibling,eng ENG,"FW,MF",Southampton,Premier League,18,2006,FW,33,20,1874,20.8,2,0,2,2,0,0,6,0,69,64,96,2.5,2.5,1.5,4.1,0.1,0.2,1.5,-0.5,-0.5,-1.5,28,9,0,504,620,7544,1553,20,27,20,1,585,32,4,8,3,28,3,11,8,0,0,34,20,13,18,3,26,10,19,5,14,8,42,16,1,56,34,1,11,5,5,0,4,868,27,129,390,369,41,868,110,45,43,558,2215,50,26,44,55,651,0,30,50,2,2,0,0,80,10,25,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,32.1,1.34,0.43,0.07,0.22000000000000003,19.3,0.09,81.3,61.5,2.69,0.19,40.9,39.1,28.6,0.0,,,,0.0,,,0.0,,0.0,0.0,True,0.1,0.0,1.35,0.43,0.96,3.32,3.08,1.63,0.38,0.77,0.12,0.07
Tyler Fredricson,eng ENG,DF,Manchester Utd,Premier League,19,2005,DF,2,2,165,1.8,0,0,0,0,0,0,0,0,2,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,110,122,1932,434,0,8,0,0,119,3,3,0,0,0,0,0,0,0,0,5,3,3,2,0,2,1,2,0,2,1,6,11,0,3,3,0,0,0,0,0,0,141,11,64,68,9,1,141,1,1,0,86,114,1,0,2,0,95,0,0,2,0,0,0,0,12,7,5,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0.0,0.0,,,,,90.2,50.0,1.63,0.0,100.0,0.0,58.3,0.0,,,,0.0,,,0.0,,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,1.11,4.44,2.78,0.56,6.11,0.0,0.0
Tymoteusz Puchacz,pl POL,DF,Holstein Kiel,Bundesliga,25,1999,DF,10,5,396,4.4,0,1,1,0,0,0,0,0,13,8,30,0.1,0.1,0.6,0.7,0.23,0.16,0.7,-0.1,-0.1,0.4,4,1,0,137,195,2283,769,8,6,6,6,148,47,6,0,1,37,28,13,4,8,0,9,4,6,3,0,7,2,4,1,3,3,12,11,0,14,9,5,0,0,0,0,1,247,15,74,94,87,2,247,19,9,8,109,353,11,0,8,5,125,0,2,7,1,0,0,0,32,4,4,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,25.0,0.91,0.22999999999999998,0.0,0.0,21.6,0.02,70.3,71.4,3.1799999999999997,0.22999999999999998,47.39999999999999,42.10000000000001,50.0,0.0,,,,0.0,,,0.0,,0.0,0.0,False,0.0,0.23,0.91,0.23,1.82,2.95,1.82,2.05,0.68,2.5,0.02,0.14
Tyrell Malacia,nl NED,DF,Manchester Utd,Premier League,24,1999,DF,3,2,100,1.1,0,0,0,0,0,0,1,0,3,3,6,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0,0,0,49,55,642,260,1,7,1,0,49,6,0,0,0,1,6,0,0,0,0,2,1,2,0,0,2,1,0,0,0,1,3,1,1,2,1,0,0,0,1,0,0,62,2,20,27,15,0,62,1,1,0,37,118,2,0,1,2,43,0,3,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0.0,0.0,,,,,89.1,50.0,1.8,0.0,100.0,0.0,,0.0,,,,0.0,,,0.0,,0.0,0.0,False,0.0,0.0,0.0,0.0,0.91,2.73,2.73,1.82,0.91,0.91,0.0,0.0
Tyrick Mitchell,eng ENG,DF,Crystal Palace,Premier League,24,1999,DF,37,37,3092,34.4,0,5,5,0,0,0,2,0,63,70,171,1.3,1.3,6.4,7.7,0.15,0.22,3.7,-1.3,-1.3,-1.4,12,3,0,976,1355,15688,5986,41,51,33,16,1122,228,8,0,2,105,220,0,0,0,0,91,55,57,27,7,46,21,68,12,56,19,110,108,2,72,65,1,0,3,2,1,7,1754,114,622,671,475,43,1754,38,16,17,820,1771,36,9,38,30,902,0,23,25,2,1,0,0,168,20,21,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,25.0,0.3499999999999999,0.09,0.0,0.0,12.800000000000002,0.11,72.0,54.29999999999999,2.1,0.20000000000000004,42.1,44.70000000000001,48.79999999999999,0.0,,,,0.0,,,0.0,,0.0,0.0,True,0.0,0.15,0.35,0.09,1.19,1.83,2.03,2.65,0.55,3.14,0.04,0.19
Tyrique George,eng ENG,FW,Chelsea,Premier League,18,2006,FW,8,1,183,2.0,1,1,2,1,0,0,1,0,9,3,22,0.2,0.2,0.7,0.9,0.98,0.46,0.3,0.8,0.8,0.3,3,1,0,43,54,551,85,6,0,1,0,53,1,0,0,0,3,1,0,0,0,0,2,0,2,0,0,3,1,1,0,1,2,4,1,0,7,6,0,1,0,0,0,1,70,1,11,21,39,9,70,5,3,2,46,209,1,5,3,0,53,0,3,0,2,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,33.3,1.4799999999999998,0.49,0.33,1.0,15.0,0.07,79.6,66.7,3.44,0.49,60.0,40.0,0.0,0.0,,,,0.0,,,0.0,,0.0,0.0,False,0.5,0.5,1.5,0.5,3.0,4.5,1.5,1.0,1.0,0.5,0.1,0.35
Tyrone Mings,eng ENG,DF,Aston Villa,Premier League,31,1993,DF,14,12,1120,12.4,0,0,0,0,0,0,1,0,7,40,1,0.8,0.8,0.2,1.0,0.0,0.08,0.2,-0.8,-0.8,-0.2,9,1,0,596,676,10642,3364,3,48,5,0,630,46,20,0,3,1,0,0,0,0,0,7,6,6,1,0,2,0,13,11,2,7,14,61,1,18,15,0,0,1,1,1,2,794,146,405,346,47,17,794,3,2,1,484,1365,13,1,3,1,532,0,4,11,0,0,0,0,38,27,22,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,11.1,0.72,0.08,0.0,0.0,11.8,0.09,88.2,100.0,1.45,0.16,66.7,33.3,55.1,0.0,,,,0.0,,,0.0,,0.0,0.0,True,0.0,0.0,0.73,0.08,0.24,0.56,3.23,0.56,0.56,4.92,0.06,0.02
Tyronne Ebuehi,ng NGA,"DF,MF",Empoli,Serie A,28,1995,DF,4,0,74,0.8,0,0,0,0,0,0,0,0,3,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0,0,0,33,46,463,189,0,3,1,1,29,17,1,0,0,2,16,0,0,0,0,3,2,1,2,0,1,0,1,0,1,2,5,0,0,1,1,0,0,0,0,0,0,59,1,5,30,24,3,59,1,1,0,20,45,0,2,3,2,19,0,0,2,0,0,0,0,6,3,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0.0,0.0,,,,,71.7,100.0,1.23,0.0,100.0,0.0,60.0,0.0,,,,0.0,,,0.0,,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,3.75,5.0,3.75,2.5,0.0,0.0,0.0
Téji Savanier,fr FRA,MF,Montpellier,Ligue 1,32,1991,MF,31,27,2363,26.3,2,5,7,0,2,2,4,1,26,183,108,3.8,2.3,6.9,9.1,0.19,0.42,7.2,-1.8,-2.3,-1.9,45,14,13,1031,1481,22715,7412,67,165,31,12,1176,285,113,13,49,199,17,112,41,61,0,29,25,7,16,6,43,25,16,1,15,15,44,21,4,122,71,33,3,4,7,4,7,1748,23,188,997,575,35,1746,67,27,35,909,1948,36,4,46,31,1131,0,22,62,1,0,0,0,117,18,23,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,31.1,1.71,0.53,0.0,0.0,26.9,0.05,69.6,41.9,4.83,0.28,40.3,52.2,43.9,0.0,,,,0.0,,,0.0,,0.0,0.0,True,0.08,0.19,1.71,0.53,2.55,0.99,6.96,1.1,0.57,0.8,0.14,0.26
Téo Barisic,fr FRA,DF,Lyon,Ligue 1,19,2004,DF,1,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0.0,0.0,,,,,100.0,,0.0,0.0,,,,0.0,,,,0.0,,,0.0,,0.0,0.0,False,,,,,,,,,,inf,,
Ulisses Garcia,ch SUI,DF,Marseille,Ligue 1,28,1996,DF,20,10,930,10.3,2,2,4,2,0,0,2,0,23,53,87,1.5,1.5,1.4,2.9,0.39,0.28,1.2,0.5,0.5,0.6,8,2,0,535,632,8376,2370,8,40,10,5,536,94,15,0,2,35,74,0,0,0,0,14,11,7,5,2,14,10,5,1,4,8,22,18,0,20,15,0,2,0,2,1,7,712,24,152,357,206,21,712,18,7,11,386,858,10,1,15,11,480,0,8,9,2,1,0,0,48,17,6,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,25.0,0.77,0.18999999999999997,0.25,1.0,14.2,0.18999999999999997,84.7,28.6,1.93,0.68,38.9,61.1,73.9,0.0,,,,0.0,,,0.0,,0.0,0.0,True,0.19,0.19,0.78,0.19,0.78,2.23,5.15,1.36,0.78,1.75,0.15,0.14
Umar Sadiq,ng NGA,FW,Valencia,La Liga,27,1997,FW,23,11,1052,11.7,5,0,5,5,0,0,5,0,14,12,67,3.6,3.6,0.8999999999999999,4.5,0.55,0.6,0.5,1.4000000000000001,1.4000000000000001,-0.8999999999999999,25,7,0,150,221,2070,305,7,6,0,0,201,18,0,0,3,2,1,0,0,0,0,12,6,4,6,2,8,3,10,1,9,2,14,9,0,18,10,0,2,3,1,2,3,386,9,34,163,196,57,386,34,16,16,224,368,10,6,55,30,295,0,37,17,18,0,0,0,19,32,30,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,27.447718631178706,2.1368441064638786,0.5960076045627376,0.1960551330798479,0.71,14.386787072243346,0.15763307984790875,67.9412547528517,63.09648288973384,1.5428992395437264,0.25879277566539927,46.50304182509505,47.223193916349814,52.68536121673004,0.0,,,,0.0,,,0.0,,0.0,0.0,True,0.43,0.0,2.14,0.6,0.6,1.2,1.03,1.03,0.17,0.77,0.31,0.08
Umut Tohumcu,de GER,"MF,FW",Hoffenheim,Bundesliga,19,2004,MF,12,3,375,4.2,0,1,1,0,0,0,3,0,3,13,5,0.1,0.1,0.4,0.5,0.24,0.12,0.3,-0.1,-0.1,0.6,3,1,0,110,133,1577,398,3,8,0,0,120,12,7,0,0,8,0,4,3,1,0,9,5,3,5,1,7,2,5,0,5,3,12,6,0,6,2,2,0,1,1,0,1,169,8,45,90,36,0,169,7,4,3,91,193,2,0,3,7,102,0,6,6,0,0,0,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,33.3,0.72,0.24,0.0,0.0,26.3,0.04,82.7,71.4,1.44,0.24,57.1,42.9,0.0,0.0,,,,0.0,,,0.0,,0.0,0.0,False,0.0,0.24,0.71,0.24,0.71,0.71,3.1,2.14,0.71,1.43,0.02,0.1
Unai García,es ESP,DF,Osasuna,La Liga,32,1992,DF,3,1,65,0.7,0,0,0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,36,38,805,278,0,1,0,0,36,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,43,5,25,16,2,1,43,0,0,0,19,41,0,0,1,0,31,0,3,3,0,0,0,0,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0.0,0.0,,,,,94.7,,0.0,0.0,,,16.7,0.0,,,,0.0,,,0.0,,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,4.29,0.0,0.0,1.43,0.0,0.0
Unai Gómez,es ESP,"MF,FW",Athletic Club,La Liga,21,2003,MF,32,14,1284,14.3,1,3,4,1,0,0,1,0,19,23,49,1.9,1.9,0.8,2.7,0.28,0.19,0.9,-0.9,-0.9,2.2,19,4,1,223,305,3424,683,10,20,1,0,278,26,3,2,0,23,1,12,11,0,0,12,8,3,7,2,7,3,13,1,12,2,14,15,1,23,15,4,1,2,1,0,3,439,20,63,215,168,21,439,29,12,12,235,617,17,3,23,21,271,0,12,18,0,0,0,0,42,29,31,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,21.1,1.33,0.28,0.05,0.25,17.5,0.1,73.1,57.10000000000001,1.61,0.21,41.4,41.4,48.3,0.0,,,,0.0,,,0.0,,0.0,0.0,True,0.07,0.21,1.33,0.28,0.7,1.33,1.61,0.84,0.14,1.05,0.13,0.06
Unai López,es ESP,MF,Rayo Vallecano,La Liga,28,1995,MF,32,23,1707,19.0,3,1,4,3,0,0,9,1,22,112,40,1.6,1.6,1.0,2.6,0.21,0.14,1.3,1.4,1.4,0.0,26,11,1,1041,1236,17637,4425,19,106,11,2,1172,62,22,5,8,33,12,19,10,5,0,31,21,14,12,5,36,19,18,6,12,21,52,20,0,53,43,5,2,1,1,1,2,1410,41,327,813,281,20,1410,23,15,4,828,1458,23,3,24,19,1036,0,18,21,1,0,0,0,117,10,18,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,42.3,1.37,0.58,0.12,0.27,22.8,0.06,84.2,47.2,2.79,0.11,65.2,17.4,35.7,0.0,,,,0.0,,,0.0,,0.0,0.0,True,0.16,0.05,1.37,0.58,1.0,1.16,5.89,1.63,1.11,1.05,0.08,0.05
Unai Marrero,es ESP,GK,Real Sociedad,La Liga,22,2001,GK,2,2,180,2.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,46,57,1155,682,0,0,0,0,37,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,66,61,66,0,0,0,66,0,0,0,29,48,0,0,0,0,26,0,0,0,0,0,0,0,1,0,0,3,12,8,0,0,2,0,1,0,1,0,3.5,0.5,7,16,41,11,21,1,3,,0.0,0.0,,,,,80.7,,0.0,0.0,,,,1.5,75.0,0.0,0.22,0.26,43.8,24.4,28.3,4.8,1.5,16.8,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
Unai Núñez,es ESP,DF,Athletic Club,La Liga,27,1997,DF,10,7,645,7.2,0,0,0,0,0,0,4,0,2,26,0,0.2,0.2,0.1,0.3,0.0,0.04,0.1,-0.2,-0.2,-0.1,1,0,0,283,325,6367,2366,1,16,1,0,310,15,13,0,7,0,0,0,0,0,0,10,5,7,3,0,7,3,4,4,0,17,27,46,1,2,2,0,0,0,0,0,0,415,55,199,216,3,2,415,3,2,0,225,554,0,0,6,0,245,0,10,5,1,0,0,0,28,13,12,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.14,0.0,0.0,,3.3,0.22999999999999998,87.1,57.1,0.28,0.0,66.7,0.0,52.0,0.0,,,,0.0,,,0.0,,0.0,0.0,False,0.0,0.0,0.14,0.0,0.14,0.28,3.61,1.39,2.36,6.39,0.03,0.01
Unai Simón,es ESP,GK,Athletic Club,La Liga,27,1997,GK,21,21,1890,21.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,455,654,13411,10784,0,12,0,0,484,166,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,14,4,6,5,1,0,0,0,0,0,704,516,698,7,0,0,704,0,0,0,397,1133,0,0,1,1,328,0,0,3,0,0,0,0,33,6,0,14,62,47,10,8,3,10,2,1,1,0,16.3,2.3,106,284,533,91,249,19,28,,0.0,0.0,,,,,69.6,,0.2899999999999999,0.0,,,100.0,0.6700000000000002,79.0,47.6,0.24,0.11,37.3,36.2,34.4,7.6,1.33,15.5,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.67,0.0,0.0
Urko González,es ESP,MF,Espanyol,La Liga,23,2001,MF,18,17,1419,15.8,0,2,2,0,0,0,3,0,18,63,8,0.5,0.5,0.7,1.3,0.13,0.08,0.8,-0.5,-0.5,1.3,4,2,0,345,449,5934,1845,10,37,5,0,442,6,4,2,2,4,1,1,0,1,0,46,28,24,21,1,44,16,28,13,15,8,54,39,1,24,20,0,2,1,1,0,5,630,67,212,344,86,12,630,17,6,10,318,1138,14,3,19,14,334,0,16,11,1,0,1,0,71,20,17,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,50.0,0.25175475687103593,0.12587737843551797,0.0,0.0,15.8,0.14,76.90697674418605,63.60000000000001,1.5255391120507402,0.31953488372093025,35.3,58.8,55.28921775898521,0.0,,,,0.0,,,0.0,,0.0,0.0,True,0.0,0.13,0.25,0.13,0.63,1.14,3.99,2.91,0.51,2.47,0.03,0.04
Valentin Atangana Edoa,fr FRA,MF,Reims,Ligue 1,18,2005,MF,34,33,2854,31.7,1,0,1,1,0,0,7,0,41,93,38,2.5,2.5,1.1,3.6,0.03,0.11,0.7,-1.5,-1.5,-1.1,33,6,0,908,1056,13649,3710,12,66,8,1,1037,13,11,2,0,17,1,0,0,0,0,69,50,32,30,7,38,10,31,15,16,37,106,64,0,49,33,0,3,5,4,4,1,1433,115,457,760,234,54,1433,48,14,29,735,2212,35,8,57,23,889,0,57,50,8,0,0,0,117,47,34,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,18.2,1.04,0.19,0.029999999999999995,0.17,18.4,0.08,86.0,73.7,1.55,0.029999999999999995,29.2,60.4,58.0,0.0,,,,0.0,,,0.0,,0.0,0.0,True,0.03,0.0,1.04,0.19,0.38,1.29,2.93,2.18,1.17,2.02,0.08,0.03
Valentin Carboni,ar ARG,"MF,FW",Marseille,Ligue 1,19,2005,MF,4,1,103,1.1,0,0,0,0,0,0,1,0,4,4,8,0.0,0.0,0.1,0.2,0.0,0.14,0.1,0.0,0.0,-0.1,2,1,0,57,64,816,162,3,4,4,2,62,2,0,1,0,2,2,0,0,0,0,2,2,0,1,1,1,1,1,0,1,1,3,1,0,5,4,0,0,1,0,0,0,81,1,6,35,40,2,81,3,0,3,51,100,4,0,2,0,69,0,5,1,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,50.0,1.75,0.87,0.0,0.0,21.4,0.02,89.1,0.0,4.37,0.0,0.0,100.0,66.7,0.0,,,,0.0,,,0.0,,0.0,0.0,False,0.0,0.0,1.82,0.91,2.73,3.64,3.64,1.82,0.91,0.91,0.0,0.09
Valentin Gendrey,fr FRA,DF,Hoffenheim,Bundesliga,24,2000,DF,24,16,1594,17.7,1,1,2,1,0,0,1,0,31,54,90,1.3,1.3,1.9000000000000001,3.1999999999999997,0.13,0.33,2.8000000000000003,-0.30000000000000004,-0.30000000000000004,-0.9,12,5,0,524,745,8702,4091,18,42,17,11,556,185,7,0,2,54,178,0,0,0,0,32,14,20,9,3,19,7,22,6,16,17,49,54,0,40,29,6,1,2,2,0,4,943,64,257,375,317,31,943,11,3,8,395,996,19,7,25,11,464,0,13,29,2,0,0,0,55,27,27,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,44.35382685069009,0.6806524466750314,0.2838644918444166,0.08870765370138017,0.2,18.320828105395233,0.10774153074027602,70.6340025094103,65.49272271016312,2.2628858218318695,0.22176913425345043,27.300000000000004,72.7,48.95106649937265,0.0,,,,0.0,,,0.0,,0.0,0.0,True,0.06,0.06,0.68,0.28,1.02,1.75,3.05,1.81,0.96,3.05,0.07,0.11
Valentin Mihaila,ro ROU,"FW,MF",Parma,Serie A,24,2000,FW,21,16,1288,14.3,0,3,3,0,0,0,2,0,25,41,72,2.4,2.4,1.2,3.6,0.21,0.25,1.1,-2.4,-2.4,1.8,31,11,5,325,431,4879,1423,17,28,17,3,368,61,14,3,4,33,6,40,12,6,1,29,15,8,13,8,22,13,18,0,18,8,37,6,0,48,34,5,3,3,3,0,5,582,5,58,226,311,31,582,27,10,14,332,835,26,11,29,20,389,0,17,20,1,0,1,0,39,13,27,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,35.5,2.17,0.77,0.0,0.0,22.1,0.08,75.4,40.9,3.3600000000000003,0.35,37.0,51.9,32.5,0.0,,,,0.0,,,0.0,,0.0,0.0,True,0.0,0.21,2.17,0.77,1.19,1.75,2.87,2.03,0.56,0.42,0.17,0.08
Valentin Rongier,fr FRA,"MF,DF",Marseille,Ligue 1,29,1994,MF,25,17,1562,17.4,3,1,4,3,0,0,5,0,25,110,28,1.0,1.0,1.1,2.1,0.23,0.12,1.5,2.0,2.0,-0.1,14,7,0,1271,1408,18466,4560,11,110,7,0,1373,31,17,1,3,7,14,0,0,0,0,50,28,14,31,5,43,16,30,9,21,33,83,28,5,35,29,0,0,3,1,2,6,1602,51,347,977,288,13,1602,16,11,5,896,1761,25,4,19,17,1226,0,37,14,0,0,1,0,86,13,11,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,50.0,0.81,0.4,0.21,0.43,21.6,0.07,90.3,62.8,2.02,0.35,68.8,31.3,54.2,0.0,,,,0.0,,,0.0,,0.0,0.0,True,0.17,0.06,0.8,0.4,0.63,1.44,6.32,2.87,1.9,1.61,0.06,0.06
Valentin Rosier,fr FRA,DF,Leganés,La Liga,27,1996,DF,32,28,2595,28.8,1,2,3,1,0,0,8,0,41,74,89,0.9,0.9,1.1,2.0,0.1,0.07,1.3,0.1,0.1,0.9,14,4,0,956,1206,14806,5646,11,72,17,4,977,224,17,0,2,39,207,0,0,0,0,72,52,48,16,8,68,25,40,15,25,52,124,149,2,35,24,4,3,4,0,0,6,1615,149,630,706,298,28,1615,45,23,19,746,2057,31,7,31,21,802,0,44,18,8,0,0,0,121,26,17,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,28.6,0.49,0.14,0.07,0.25,18.7,0.06,79.3,63.2,1.21,0.20999999999999996,51.1,42.2,60.5,0.0,,,,0.0,,,0.0,,0.0,0.0,True,0.03,0.07,0.49,0.14,0.38,1.42,2.57,2.5,1.81,5.17,0.03,0.04
Valentino Lazaro,at AUT,"DF,FW",Torino,Serie A,28,1996,DF,33,26,2307,25.6,0,6,6,0,0,0,6,0,35,76,131,1.0,1.0,3.3,4.4,0.23,0.17,3.4,-1.0,-1.0,2.7,16,2,2,880,1172,14662,4254,33,57,23,15,979,190,24,0,1,145,109,57,32,22,0,26,12,10,12,4,30,15,28,5,23,11,37,38,1,52,32,16,1,3,0,0,8,1368,53,237,616,528,27,1368,37,14,20,726,1385,36,7,33,12,868,0,30,13,2,0,1,0,94,16,25,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,12.5,0.62,0.08,0.0,0.0,19.5,0.06,75.1,50.0,2.03,0.31,37.8,54.1,39.0,0.0,,,,0.0,,,0.0,,0.0,0.0,True,0.0,0.23,0.62,0.08,1.29,1.37,2.97,1.02,0.43,1.48,0.04,0.13
Valentino Livramento,eng ENG,DF,Newcastle Utd,Premier League,21,2002,DF,37,32,2840,31.6,0,1,1,0,0,0,1,0,83,158,119,0.3,0.3,2.6,2.9,0.03,0.09,2.7,-0.3,-0.3,-1.6,6,2,0,1403,1643,20773,6686,25,108,28,6,1387,251,17,1,1,52,233,1,0,0,0,54,36,35,15,4,59,27,37,11,26,23,77,108,1,45,43,0,0,1,1,0,2,1964,119,619,894,482,41,1964,56,25,23,1023,3316,42,13,32,39,1144,0,6,35,2,0,0,0,189,27,35,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,33.3,0.19,0.060000000000000005,0.0,0.0,19.7,0.05,85.4,54.2,1.43,0.060000000000000005,44.6,41.1,43.5,0.0,,,,0.0,,,0.0,,0.0,0.0,True,0.0,0.03,0.19,0.06,0.79,2.63,5.0,1.71,0.73,3.42,0.01,0.08
